"age","job","marital","education","default","balance","housing","loan","previous","poutcome","P (y=no)","P (y=yes)","Prediction (y)","Prediction (y) (Confidence)"
47,"technician","divorced","secondary","no",2914,"yes","no",0,"unknown",1,0,"no",1
35,"blue-collar","married","secondary","no",-339,"yes","no",0,"unknown",1,0,"no",1
36,"management","divorced","tertiary","no",3611,"yes","no",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
59,"unemployed","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
46,"entrepreneur","married","unknown","no",242,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
53,"management","married","tertiary","no",1319,"yes","no",1,"failure",1,0,"no",1
35,"services","divorced","secondary","no",67,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
49,"blue-collar","married","secondary","no",171,"no","no",2,"other",0.8399999737739563,0.1599999964237213,"no",0.8399999737739563
33,"technician","single","tertiary","no",696,"no","yes",8,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
28,"technician","single","secondary","no",227,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
33,"management","single","tertiary","no",-53,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
52,"technician","married","secondary","no",192,"yes","no",0,"unknown",1,0,"no",1
32,"self-employed","single","secondary","no",518,"yes","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
36,"self-employed","married","tertiary","no",16,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"blue-collar","married","secondary","no",-256,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
43,"blue-collar","married","secondary","no",105,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"self-employed","married","tertiary","no",334,"no","no",0,"unknown",1,0,"no",1
37,"unemployed","single","tertiary","yes",0,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
28,"entrepreneur","married","unknown","no",1034,"no","no",0,"unknown",0.800000011920929,0.20000000298023224,"no",0.800000011920929
47,"housemaid","married","primary","no",201,"yes","no",1,"failure",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
60,"retired","divorced","unknown","no",-49,"yes","no",2,"failure",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
43,"technician","divorced","secondary","no",1413,"yes","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
52,"entrepreneur","married","tertiary","no",54,"yes","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
50,"blue-collar","married","primary","no",12519,"yes","no",4,"success",0.49000000953674316,0.5099999904632568,"yes",0.5099999904632568
28,"blue-collar","married","secondary","no",1020,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
51,"unemployed","single","tertiary","no",1594,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
50,"services","single","secondary","no",72,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
32,"blue-collar","married","secondary","no",14,"yes","no",0,"unknown",1,0,"no",1
41,"self-employed","married","tertiary","no",231,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"blue-collar","married","secondary","no",-45,"yes","no",0,"unknown",1,0,"no",1
31,"management","single","secondary","no",36,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
30,"technician","married","tertiary","no",1570,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
35,"technician","married","tertiary","no",7050,"no","no",4,"success",0.1899999976158142,0.8100000023841858,"yes",0.8100000023841858
30,"technician","single","tertiary","no",6619,"yes","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
32,"blue-collar","single","secondary","no",-84,"yes","no",0,"unknown",1,0,"no",1
31,"self-employed","married","tertiary","no",1134,"no","no",0,"unknown",1,0,"no",1
36,"technician","married","secondary","no",146,"yes","yes",0,"unknown",1,0,"no",1
30,"management","single","tertiary","no",2,"yes","yes",0,"unknown",0.7699999809265137,0.23000000417232513,"no",0.7699999809265137
33,"technician","married","tertiary","no",8023,"no","no",3,"failure",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
33,"management","divorced","tertiary","yes",280,"no","yes",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
35,"blue-collar","divorced","secondary","no",275,"no","yes",0,"unknown",1,0,"no",1
56,"unknown","married","unknown","no",0,"no","no",0,"unknown",1,0,"no",1
32,"entrepreneur","single","tertiary","no",890,"yes","yes",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
29,"entrepreneur","married","secondary","no",178,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"housemaid","single","tertiary","no",23663,"yes","no",2,"failure",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
27,"entrepreneur","single","tertiary","no",81,"no","no",3,"failure",0.6399999856948853,0.36000001430511475,"no",0.6399999856948853
50,"self-employed","divorced","tertiary","no",59,"yes","no",0,"unknown",0.800000011920929,0.20000000298023224,"no",0.800000011920929
45,"services","married","secondary","no",1343,"no","yes",0,"unknown",1,0,"no",1
58,"retired","married","secondary","no",225,"no","no",0,"unknown",1,0,"no",1
59,"retired","married","primary","no",0,"yes","no",0,"unknown",1,0,"no",1
64,"retired","married","primary","no",43,"no","no",1,"success",0.7300000190734863,0.27000001072883606,"no",0.7300000190734863
47,"technician","married","secondary","no",57,"no","no",1,"success",0.5799999833106995,0.41999998688697815,"no",0.5799999833106995
36,"technician","divorced","secondary","no",666,"yes","yes",1,"other",0.8799999952316284,0.11999999731779099,"no",0.8799999952316284
28,"management","single","tertiary","no",0,"yes","no",0,"unknown",1,0,"no",1
54,"technician","married","secondary","no",0,"no","no",8,"failure",0.8299999833106995,0.17000000178813934,"no",0.8299999833106995
44,"technician","married","secondary","no",310,"yes","no",1,"failure",1,0,"no",1
33,"management","married","tertiary","no",1808,"yes","no",0,"unknown",1,0,"no",1
41,"unemployed","divorced","secondary","no",1281,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"technician","married","secondary","no",64,"yes","no",2,"other",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
58,"management","single","tertiary","no",2,"yes","no",0,"unknown",1,0,"no",1
37,"self-employed","married","secondary","no",4153,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
28,"services","single","secondary","no",168,"no","no",2,"success",0.4000000059604645,0.6000000238418579,"yes",0.6000000238418579
46,"services","married","secondary","no",1550,"yes","no",8,"failure",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
55,"technician","single","secondary","no",3339,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"retired","married","secondary","no",35,"no","yes",0,"unknown",1,0,"no",1
41,"self-employed","married","tertiary","no",6000,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
34,"technician","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
36,"blue-collar","single","secondary","no",340,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"entrepreneur","married","tertiary","no",0,"no","no",4,"failure",0.8100000023841858,0.1899999976158142,"no",0.8100000023841858
29,"services","married","secondary","no",3,"yes","no",0,"unknown",1,0,"no",1
32,"management","divorced","tertiary","no",874,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
48,"blue-collar","married","secondary","no",705,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
33,"technician","single","tertiary","no",123,"no","no",0,"unknown",1,0,"no",1
35,"housemaid","divorced","secondary","no",39,"no","no",0,"unknown",1,0,"no",1
28,"technician","single","tertiary","no",102,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
25,"student","single","secondary","no",1790,"no","no",3,"failure",0.6399999856948853,0.36000001430511475,"no",0.6399999856948853
56,"management","single","tertiary","no",15311,"no","no",0,"unknown",1,0,"no",1
45,"blue-collar","married","secondary","no",115,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"management","married","tertiary","no",10786,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
40,"blue-collar","married","secondary","no",498,"yes","no",4,"failure",1,0,"no",1
48,"entrepreneur","married","tertiary","no",810,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
31,"technician","single","tertiary","no",-162,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
34,"services","married","secondary","no",586,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
26,"technician","single","secondary","no",455,"no","no",8,"other",0.6800000071525574,0.3199999928474426,"no",0.6800000071525574
37,"management","single","tertiary","no",509,"yes","no",0,"unknown",1,0,"no",1
38,"self-employed","single","secondary","no",1146,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
50,"management","married","tertiary","no",3463,"no","yes",0,"unknown",0.8299999833106995,0.17000000178813934,"no",0.8299999833106995
33,"admin.","married","secondary","no",1158,"yes","no",0,"unknown",1,0,"no",1
28,"admin.","single","secondary","no",26,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
36,"technician","married","secondary","no",480,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"technician","single","secondary","no",1855,"yes","no",1,"failure",0.8399999737739563,0.1599999964237213,"no",0.8399999737739563
28,"management","single","secondary","no",1633,"no","no",0,"unknown",0.8100000023841858,0.1899999976158142,"no",0.8100000023841858
33,"management","married","tertiary","no",4020,"yes","yes",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
53,"management","married","secondary","no",66,"no","yes",0,"unknown",1,0,"no",1
41,"technician","single","secondary","no",-41,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
57,"admin.","divorced","primary","no",1,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"blue-collar","married","secondary","no",1949,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
32,"admin.","single","secondary","no",739,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"management","married","tertiary","no",1167,"yes","yes",0,"unknown",1,0,"no",1
50,"admin.","married","secondary","no",231,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
40,"blue-collar","married","primary","no",1136,"yes","no",0,"unknown",1,0,"no",1
42,"entrepreneur","married","tertiary","no",233,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
32,"management","single","tertiary","no",1831,"yes","no",0,"unknown",1,0,"no",1
35,"technician","single","secondary","no",450,"yes","no",0,"unknown",1,0,"no",1
28,"services","married","secondary","no",0,"yes","no",8,"failure",1,0,"no",1
37,"management","divorced","secondary","no",414,"no","no",4,"failure",0.8199999928474426,0.18000000715255737,"no",0.8199999928474426
57,"management","married","primary","no",1052,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
55,"admin.","married","primary","no",343,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
26,"blue-collar","single","secondary","no",-32,"yes","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
52,"technician","married","secondary","no",1781,"yes","no",0,"unknown",1,0,"no",1
37,"management","divorced","tertiary","no",168,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
30,"technician","single","secondary","no",102,"yes","no",0,"unknown",1,0,"no",1
33,"blue-collar","married","primary","no",0,"yes","no",0,"unknown",1,0,"no",1
55,"unknown","married","primary","no",159,"no","no",0,"unknown",1,0,"no",1
23,"student","married","tertiary","yes",-230,"yes","no",0,"unknown",0.75,0.25,"no",0.75
50,"blue-collar","married","primary","no",3924,"yes","no",0,"unknown",1,0,"no",1
34,"management","single","tertiary","no",4348,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
38,"services","divorced","secondary","no",792,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
53,"services","divorced","unknown","no",1012,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
50,"management","married","tertiary","no",2881,"no","no",5,"other",0.699999988079071,0.30000001192092896,"no",0.699999988079071
30,"blue-collar","single","secondary","no",445,"yes","no",2,"failure",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"technician","divorced","unknown","no",629,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"blue-collar","married","secondary","no",-202,"yes","yes",0,"unknown",1,0,"no",1
51,"admin.","single","tertiary","no",16,"yes","no",0,"unknown",0.8899999856948853,0.10999999940395355,"no",0.8899999856948853
31,"management","married","secondary","no",466,"yes","no",0,"unknown",1,0,"no",1
47,"technician","married","secondary","no",-75,"yes","no",1,"other",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
32,"blue-collar","married","secondary","no",456,"no","no",0,"unknown",1,0,"no",1
41,"technician","married","secondary","no",77,"yes","no",0,"unknown",1,0,"no",1
